Reading_ID,Battery_ID,Timestamp,Voltage_V,Current_A,Temperature_C,SOC_Percentage,Cycle_Count
R-009131,B-013,2026-03-27 14:02:37,3.28,84.3,33.36,51.04,192
R-009132,B-003,2026-03-27 14:02:37,3.12,-27.16,38.18,21.28,49
R-009133,B-008,2026-03-27 14:02:37,3.47,-63.47,27.15,8.59,30
R-009134,B-016,2026-03-27 14:02:37,2.37,-81.68,27.33,21.17,169
R-009135,B-016,2026-03-27 14:03:37,2.37,-60.48,32.16,20.4,169
R-009136,B-008,2026-03-27 14:03:37,3.39,-43.84,36.55,8.08,30
R-009137,B-024,2026-03-27 14:03:37,2.56,83.45,29.17,47.5,60
R-009138,B-019,2026-03-27 14:03:37,4.15,-13.66,30.98,93.1,34
R-009139,B-009,2026-03-27 14:03:37,3.7,-53.98,41.1,44.37,105
R-009140,B-002,2026-03-27 14:03:37,4.08,118.42,38.37,84.98,54
R-009141,B-022,2026-03-27 14:03:37,3.1,-92.92,42.09,21.33,130
R-009142,B-014,2026-03-27 14:03:37,3.75,-85.44,39.69,42.0,153
R-009143,B-003,2026-03-27 14:03:37,3.06,-57.5,35.15,21.12,49
R-009144,B-012,2026-03-27 14:03:37,4.13,62.44,33.49,87.19,175
R-009145,B-025,2026-03-27 14:04:37,2.39,52.03,31.95,20.76,124
R-009146,B-005,2026-03-27 14:04:37,3.52,100.79,34.42,77.5,200
R-009147,B-024,2026-03-27 14:04:37,2.51,113.94,38.58,48.42,60
R-009148,B-023,2026-03-27 14:05:37,3.45,-58.9,42.38,16.68,137
R-009149,B-024,2026-03-27 14:05:37,2.61,124.67,37.79,49.6,60
R-009150,B-015,2026-03-27 14:05:37,2.61,-24.34,27.17,55.66,107
R-009151,B-013,2026-03-27 14:05:37,3.25,59.85,41.59,51.48,192
R-009152,B-019,2026-03-27 14:05:37,4.09,-51.3,44.65,92.63,34
R-009153,B-017,2026-03-27 14:05:37,3.2,63.19,43.96,33.24,170
R-009154,B-002,2026-03-27 14:05:37,4.1,113.49,31.76,86.19,54
R-009155,B-018,2026-03-27 14:05:37,2.72,51.06,36.92,73.13,104
R-009156,B-025,2026-03-27 14:05:37,2.38,59.34,31.18,21.7,124
R-009157,B-001,2026-03-27 14:05:37,3.04,73.0,32.79,11.98,191
R-009158,B-009,2026-03-27 14:06:37,3.74,-10.06,41.26,43.61,105
R-009159,B-016,2026-03-27 14:06:37,2.43,-43.07,31.46,20.26,169
R-009160,B-005,2026-03-27 14:06:37,3.52,136.72,29.76,78.15,200
R-009161,B-010,2026-03-27 14:06:37,2.72,-27.26,39.37,83.94,47
R-009162,B-004,2026-03-27 14:06:37,2.66,-48.16,25.11,68.8,147
R-009163,B-011,2026-03-27 14:06:37,2.51,108.97,28.18,35.31,78
R-009164,B-015,2026-03-27 14:06:37,2.61,-89.92,30.3,54.9,107
R-009165,B-008,2026-03-27 14:06:37,3.43,-93.54,40.52,7.48,30
R-009166,B-007,2026-03-27 14:06:37,3.51,68.43,40.56,16.95,38
R-009167,B-014,2026-03-27 14:06:37,3.7,-33.61,35.48,41.82,153
R-009168,B-021,2026-03-27 14:06:37,3.21,-97.73,38.53,37.29,26
R-009169,B-012,2026-03-27 14:07:37,4.13,121.79,41.9,87.94,175
R-009170,B-014,2026-03-27 14:07:37,3.71,-42.16,34.99,40.95,153
R-009171,B-003,2026-03-27 14:07:37,3.03,-62.99,44.18,20.32,49
R-009172,B-022,2026-03-27 14:07:37,3.03,-65.45,43.03,20.89,130
R-009173,B-015,2026-03-27 14:07:37,2.61,-49.1,28.75,54.72,107
R-009174,B-017,2026-03-27 14:07:37,3.13,69.54,34.38,33.41,170
R-009175,B-003,2026-03-27 14:08:37,3.03,-39.84,41.58,20.17,49
R-009176,B-009,2026-03-27 14:08:37,3.72,-18.65,33.91,43.46,105
R-009177,B-025,2026-03-27 14:08:37,2.43,51.29,30.08,23.15,124
R-009178,B-007,2026-03-27 14:08:37,3.51,135.47,26.13,18.27,38
R-009179,B-016,2026-03-27 14:08:37,2.37,-28.0,42.46,19.68,169
R-009180,B-021,2026-03-27 14:08:37,3.17,-71.28,40.41,36.57,26
R-009181,B-005,2026-03-27 14:08:37,3.47,126.81,39.07,78.37,200
R-009182,B-013,2026-03-27 14:08:37,3.31,95.25,41.04,52.95,192
R-009183,B-007,2026-03-27 14:09:37,3.51,64.81,43.17,19.27,38
R-009184,B-002,2026-03-27 14:09:37,4.1,115.78,43.76,86.93,54
R-009185,B-025,2026-03-27 14:09:37,2.39,64.47,38.04,24.18,124
R-009186,B-014,2026-03-27 14:09:37,3.72,-11.97,37.26,40.85,153
R-009187,B-024,2026-03-27 14:09:37,2.59,105.94,36.69,50.59,60
R-009188,B-001,2026-03-27 14:09:37,3.05,85.59,42.49,13.47,191
R-009189,B-013,2026-03-27 14:09:37,3.28,100.08,28.04,53.93,192
R-009190,B-018,2026-03-27 14:09:37,2.68,51.64,42.46,73.64,104
R-009191,B-022,2026-03-27 14:10:37,3.05,-67.91,28.07,20.6,130
R-009192,B-008,2026-03-27 14:10:37,3.44,-16.6,37.17,6.76,30
R-009193,B-010,2026-03-27 14:10:37,2.75,-21.57,28.65,83.02,47
R-009194,B-005,2026-03-27 14:10:37,3.52,113.48,25.6,79.24,200
R-009195,B-023,2026-03-27 14:10:37,3.45,-10.86,40.25,16.26,137
R-009196,B-004,2026-03-27 14:10:37,2.69,-28.08,38.74,68.57,147
R-009197,B-019,2026-03-27 14:10:37,4.12,-53.49,36.66,92.2,34
R-009198,B-013,2026-03-27 14:11:37,3.29,90.07,35.3,55.09,192
R-009199,B-023,2026-03-27 14:11:37,3.5,-28.56,32.65,15.29,137
R-009200,B-017,2026-03-27 14:11:37,3.15,81.44,43.57,33.8,170
R-009201,B-009,2026-03-27 14:11:37,3.77,-86.63,41.6,42.76,105
R-009202,B-021,2026-03-27 14:11:37,3.14,-84.52,26.28,36.39,26
R-009203,B-011,2026-03-27 14:11:37,2.47,87.15,37.51,36.65,78
R-009204,B-008,2026-03-27 14:12:37,3.37,-25.35,36.51,6.12,30
R-009205,B-003,2026-03-27 14:12:37,3.05,-75.33,35.03,19.22,49
R-009206,B-015,2026-03-27 14:12:37,2.62,-34.56,36.76,54.3,107
R-009207,B-016,2026-03-27 14:12:37,2.42,-62.58,28.5,18.79,169
R-009208,B-012,2026-03-27 14:12:37,4.07,62.21,34.3,88.58,175
R-009209,B-007,2026-03-27 14:12:37,3.57,132.69,41.46,19.77,38
R-009210,B-025,2026-03-27 14:12:37,2.42,126.95,35.02,24.93,124
R-009211,B-004,2026-03-27 14:13:37,2.64,-16.23,40.6,68.13,147
R-009212,B-014,2026-03-27 14:13:37,3.69,-12.29,25.85,40.13,153
R-009213,B-023,2026-03-27 14:13:37,3.45,-94.28,26.43,15.17,137
R-009214,B-016,2026-03-27 14:13:37,2.35,-69.02,41.4,17.93,169
R-009215,B-008,2026-03-27 14:13:37,3.4,-48.13,37.65,5.81,30
R-009216,B-011,2026-03-27 14:13:37,2.48,96.61,43.61,37.3,78
R-009217,B-001,2026-03-27 14:14:37,3.05,113.06,29.29,14.88,191
R-009218,B-018,2026-03-27 14:14:37,2.66,136.32,35.17,74.75,104
R-009219,B-019,2026-03-27 14:14:37,4.17,-97.21,29.25,91.46,34
R-009220,B-025,2026-03-27 14:14:37,2.45,79.59,30.43,26.26,124
R-009221,B-024,2026-03-27 14:14:37,2.57,67.68,36.54,51.44,60
R-009222,B-022,2026-03-27 14:14:37,3.03,-26.02,26.87,19.99,130
R-009223,B-005,2026-03-27 14:14:37,3.51,83.02,26.45,80.72,200
R-009224,B-010,2026-03-27 14:14:37,2.78,-94.54,34.1,82.49,47
R-009225,B-015,2026-03-27 14:14:37,2.55,-61.4,30.45,53.6,107
R-009226,B-002,2026-03-27 14:14:37,4.07,101.28,40.59,88.03,54
R-009227,B-013,2026-03-27 14:14:37,3.31,145.59,38.54,55.81,192
R-009228,B-009,2026-03-27 14:15:37,3.71,-46.1,27.66,42.36,105
R-009229,B-008,2026-03-27 14:15:37,3.37,-72.38,29.52,5.1,30
R-009230,B-011,2026-03-27 14:15:37,2.48,131.4,28.7,37.67,78
R-009231,B-002,2026-03-27 14:15:37,4.12,149.02,35.49,89.24,54
R-009232,B-012,2026-03-27 14:15:37,4.12,99.38,42.86,89.55,175
R-009233,B-003,2026-03-27 14:15:37,3.06,-66.89,37.28,18.9,49
R-009234,B-015,2026-03-27 14:16:37,2.55,-48.01,31.12,53.04,107
R-009235,B-007,2026-03-27 14:16:37,3.57,124.45,36.5,20.78,38
R-009236,B-008,2026-03-27 14:16:37,3.42,-91.5,29.03,5.0,30
R-009237,B-002,2026-03-27 14:16:37,4.17,140.89,44.39,90.63,54
R-009238,B-017,2026-03-27 14:16:37,3.15,52.69,40.65,34.67,170
R-009239,B-003,2026-03-27 14:16:37,3.06,-53.35,42.7,18.55,49
R-009240,B-021,2026-03-27 14:16:37,3.22,-83.85,27.91,36.2,26
R-009241,B-022,2026-03-27 14:16:37,3.1,-42.11,40.04,19.36,130
R-009242,B-019,2026-03-27 14:16:37,4.11,-27.65,28.55,90.59,34
R-009243,B-016,2026-03-27 14:17:37,2.35,-58.39,39.31,17.74,169
R-009244,B-013,2026-03-27 14:17:37,3.38,52.32,35.92,56.17,192
R-009245,B-005,2026-03-27 14:17:37,3.54,114.59,28.36,80.98,200
R-009246,B-014,2026-03-27 14:17:37,3.67,-18.22,42.65,39.51,153
R-009247,B-022,2026-03-27 14:17:37,3.07,-19.95,30.91,18.57,130
R-009248,B-018,2026-03-27 14:17:37,2.69,115.74,26.41,76.08,104
R-009249,B-012,2026-03-27 14:17:37,4.14,84.2,43.42,89.94,175
R-009250,B-024,2026-03-27 14:17:37,2.55,74.24,29.73,52.62,60
R-009251,B-004,2026-03-27 14:17:37,2.63,-92.53,25.27,67.16,147
R-009252,B-023,2026-03-27 14:18:37,3.47,-48.62,38.99,14.31,137
R-009253,B-001,2026-03-27 14:18:37,3.08,137.7,39.7,15.18,191
R-009254,B-017,2026-03-27 14:18:37,3.21,82.98,44.11,35.74,170
R-009255,B-024,2026-03-27 14:18:37,2.59,94.73,43.28,53.48,60
R-009256,B-022,2026-03-27 14:18:37,3.0,-45.81,35.42,17.72,130
R-009257,B-012,2026-03-27 14:18:37,4.09,64.62,43.59,90.68,175
R-009258,B-004,2026-03-27 14:19:37,2.66,-43.87,32.8,66.74,147
R-009259,B-017,2026-03-27 14:19:37,3.19,118.62,30.14,36.58,170
R-009260,B-022,2026-03-27 14:19:37,3.01,-82.49,31.71,17.31,130
R-009261,B-014,2026-03-27 14:19:37,3.73,-85.69,42.67,38.96,153
R-009262,B-001,2026-03-27 14:19:37,3.01,104.05,39.06,15.31,191
R-009263,B-009,2026-03-27 14:19:37,3.72,-83.15,41.97,42.23,105
R-009264,B-010,2026-03-27 14:19:37,2.76,-82.29,37.34,81.62,47
R-009265,B-002,2026-03-27 14:19:37,4.12,141.57,32.02,90.84,54
R-009266,B-007,2026-03-27 14:19:37,3.49,65.21,41.04,21.3,38
R-009267,B-005,2026-03-27 14:19:37,3.51,84.23,30.35,82.43,200
R-009268,B-025,2026-03-27 14:19:37,2.49,62.47,26.53,27.56,124
R-009269,B-019,2026-03-27 14:19:37,4.09,-56.67,36.81,90.14,34
R-009270,B-003,2026-03-27 14:20:37,3.09,-30.52,38.78,17.75,49
R-009271,B-015,2026-03-27 14:20:37,2.56,-52.14,31.94,52.8,107
R-009272,B-016,2026-03-27 14:20:37,2.33,-89.16,29.43,17.16,169
R-009273,B-001,2026-03-27 14:20:37,3.06,75.63,41.37,16.53,191
R-009274,B-024,2026-03-27 14:21:37,2.54,139.19,41.71,54.51,60
R-009275,B-013,2026-03-27 14:21:37,3.36,51.93,26.15,57.23,192
R-009276,B-008,2026-03-27 14:21:37,3.41,123.15,33.94,5.55,30
R-009277,B-021,2026-03-27 14:21:37,3.18,-74.88,27.3,35.5,26
R-009278,B-017,2026-03-27 14:21:37,3.23,80.96,26.77,37.17,170
R-009279,B-018,2026-03-27 14:21:37,2.76,67.24,30.17,77.4,104
R-009280,B-015,2026-03-27 14:22:37,2.53,-61.76,44.71,52.6,107
R-009281,B-001,2026-03-27 14:22:37,3.07,90.0,38.1,16.65,191
R-009282,B-012,2026-03-27 14:22:37,4.17,148.45,36.72,91.69,175
R-009283,B-019,2026-03-27 14:22:37,4.15,-63.48,44.42,89.81,34
R-009284,B-023,2026-03-27 14:22:37,3.49,-50.82,35.02,13.97,137
R-009285,B-025,2026-03-27 14:22:37,2.49,96.08,33.94,28.11,124
R-009286,B-018,2026-03-27 14:22:37,2.75,92.69,35.69,78.31,104
R-009287,B-017,2026-03-27 14:22:37,3.16,143.16,40.52,38.05,170
R-009288,B-005,2026-03-27 14:23:37,3.49,61.88,42.15,83.08,200
R-009289,B-014,2026-03-27 14:23:37,3.68,-46.42,26.61,38.63,153
R-009290,B-010,2026-03-27 14:23:37,2.74,-54.63,35.11,80.72,47
R-009291,B-013,2026-03-27 14:23:37,3.33,115.65,37.6,57.44,192
R-009292,B-022,2026-03-27 14:23:37,3.02,-26.19,25.09,16.34,130
R-009293,B-004,2026-03-27 14:23:37,2.63,-15.38,39.11,66.38,147
R-009294,B-007,2026-03-27 14:24:37,3.5,132.15,40.91,22.04,38
R-009295,B-003,2026-03-27 14:24:37,3.09,-31.96,79.54,16.87,49
R-009296,B-010,2026-03-27 14:24:37,2.71,-56.35,27.68,80.42,47
R-009297,B-012,2026-03-27 14:24:37,4.12,60.58,33.35,92.26,175
R-009298,B-009,2026-03-27 14:24:37,3.75,-97.14,29.13,41.41,105
R-009299,B-002,2026-03-27 14:24:37,4.15,134.19,39.11,91.61,54
R-009300,B-024,2026-03-27 14:24:37,2.57,69.58,28.17,54.7,60
R-009301,B-009,2026-03-27 14:25:37,3.69,-88.35,34.11,40.46,105
R-009302,B-005,2026-03-27 14:25:37,3.55,64.46,42.07,83.91,200
R-009303,B-021,2026-03-27 14:25:37,3.21,-30.93,39.27,34.71,26
R-009304,B-003,2026-03-27 14:25:37,3.07,-84.55,31.72,15.91,49
R-009305,B-007,2026-03-27 14:25:37,3.57,88.65,40.72,22.17,38
R-009306,B-014,2026-03-27 14:25:37,3.72,-34.26,30.77,37.91,153
R-009307,B-016,2026-03-27 14:25:37,2.33,-85.2,37.62,16.31,169
R-009308,B-017,2026-03-27 14:25:37,3.23,54.73,25.33,38.52,170
R-009309,B-018,2026-03-27 14:25:37,2.77,60.44,30.12,79.17,104
R-009310,B-001,2026-03-27 14:25:37,3.0,100.33,40.36,17.07,191
R-009311,B-025,2026-03-27 14:25:37,2.43,127.53,37.54,29.52,124
R-009312,B-005,2026-03-27 14:26:37,3.56,118.25,32.96,84.57,200
R-009313,B-008,2026-03-27 14:26:37,3.38,91.47,42.95,6.01,30
R-009314,B-002,2026-03-27 14:26:37,4.15,67.52,34.33,93.03,54
R-009315,B-007,2026-03-27 14:26:37,3.55,56.35,32.2,22.41,38
R-009316,B-017,2026-03-27 14:26:37,3.18,147.16,36.23,39.99,170
R-009317,B-021,2026-03-27 14:26:37,3.12,-27.98,25.28,33.76,26
R-009318,B-003,2026-03-27 14:26:37,3.04,-53.32,37.41,15.59,49
R-009319,B-019,2026-03-27 14:26:37,4.08,-71.84,44.48,89.43,34
R-009320,B-015,2026-03-27 14:26:37,2.57,-76.58,37.34,52.22,107
R-009321,B-004,2026-03-27 14:27:37,2.66,-74.33,27.91,65.47,147
R-009322,B-017,2026-03-27 14:27:37,3.27,59.28,34.17,41.36,170
R-009323,B-009,2026-03-27 14:27:37,3.73,-67.49,36.34,40.16,105
R-009324,B-013,2026-03-27 14:27:37,3.31,141.74,44.44,58.59,192
R-009325,B-015,2026-03-27 14:27:37,2.62,-47.37,29.29,51.58,107
R-009326,B-014,2026-03-27 14:27:37,3.69,-73.44,26.23,37.3,153
R-009327,B-021,2026-03-27 14:27:37,3.15,-26.76,33.41,33.17,26
R-009328,B-023,2026-03-27 14:27:37,3.47,-66.06,39.19,13.47,137
R-009329,B-007,2026-03-27 14:27:37,3.58,121.63,37.95,23.67,38
R-009330,B-018,2026-03-27 14:28:37,2.77,66.3,37.57,79.62,104
R-009331,B-003,2026-03-27 14:28:37,3.03,-92.27,32.71,14.97,49
R-009332,B-024,2026-03-27 14:28:37,2.62,79.14,25.0,55.5,60
R-009333,B-016,2026-03-27 14:28:37,2.34,-14.79,26.32,15.35,169
R-009334,B-010,2026-03-27 14:28:37,2.78,-55.16,31.73,79.87,47
R-009335,B-001,2026-03-27 14:28:37,3.01,146.63,39.81,17.8,191
R-009336,B-022,2026-03-27 14:28:37,2.99,-49.59,38.88,15.35,130
R-009337,B-005,2026-03-27 14:29:37,3.56,83.21,32.48,85.44,200
R-009338,B-019,2026-03-27 14:29:37,4.12,-58.78,25.57,88.94,34
R-009339,B-023,2026-03-27 14:29:37,3.47,-38.96,40.42,13.34,137
R-009340,B-004,2026-03-27 14:29:37,2.7,-90.52,30.05,64.51,147
R-009341,B-008,2026-03-27 14:29:37,3.38,73.57,39.46,6.66,30
R-009342,B-012,2026-03-27 14:29:37,4.13,141.81,37.64,93.73,175
R-009343,B-021,2026-03-27 14:30:37,3.14,-72.03,43.09,32.76,26
R-009344,B-019,2026-03-27 14:30:37,4.09,-95.55,27.69,88.6,34
R-009345,B-016,2026-03-27 14:30:37,2.34,-77.57,35.41,15.21,169
R-009346,B-025,2026-03-27 14:30:37,2.42,102.69,28.0,29.88,124
R-009347,B-015,2026-03-27 14:30:37,2.59,-68.64,30.89,51.14,107
R-009348,B-014,2026-03-27 14:30:37,3.63,-29.31,37.21,36.38,153
R-009349,B-024,2026-03-27 14:31:37,2.64,64.9,35.85,56.94,60
R-009350,B-012,2026-03-27 14:31:37,4.18,64.3,42.87,94.19,175
R-009351,B-017,2026-03-27 14:31:37,3.19,99.88,28.57,41.8,170
R-009352,B-002,2026-03-27 14:31:37,4.12,143.51,42.03,93.93,54
R-009353,B-009,2026-03-27 14:32:37,3.65,-70.09,33.09,39.67,105
R-009354,B-003,2026-03-27 14:32:37,3.04,-56.19,40.29,14.52,49
R-009355,B-007,2026-03-27 14:32:37,3.56,124.76,31.6,23.83,38
R-009356,B-014,2026-03-27 14:32:37,3.61,-77.07,41.85,35.75,153
R-009357,B-004,2026-03-27 14:32:37,2.67,-68.11,37.37,63.84,147
R-009358,B-010,2026-03-27 14:32:37,2.7,-58.61,42.62,79.51,47
R-009359,B-013,2026-03-27 14:32:37,3.35,92.02,44.27,59.83,192
R-009360,B-004,2026-03-27 14:33:37,2.67,-47.15,31.89,63.39,147
R-009361,B-007,2026-03-27 14:33:37,3.6,130.75,32.03,24.92,38
R-009362,B-022,2026-03-27 14:33:37,3.0,-20.0,32.06,15.06,130
R-009363,B-016,2026-03-27 14:33:37,2.34,-31.98,40.69,14.46,169
R-009364,B-023,2026-03-27 14:33:37,3.48,-43.21,34.83,12.73,137
R-009365,B-018,2026-03-27 14:33:37,2.75,60.64,34.03,80.53,104
R-009366,B-001,2026-03-27 14:33:37,3.03,69.34,39.21,18.8,191
R-009367,B-019,2026-03-27 14:34:37,4.15,-50.02,27.64,87.96,34
R-009368,B-021,2026-03-27 14:34:37,3.18,-75.6,43.8,32.55,26
R-009369,B-024,2026-03-27 14:34:37,2.58,76.61,35.48,57.63,60
R-009370,B-005,2026-03-27 14:34:37,3.5,56.11,32.69,86.34,200
R-009371,B-008,2026-03-27 14:34:37,3.38,132.14,40.56,7.56,30
R-009372,B-014,2026-03-27 14:34:37,3.65,-34.11,27.79,35.39,153
R-009373,B-017,2026-03-27 14:34:37,3.24,53.57,32.42,43.17,170
R-009374,B-015,2026-03-27 14:34:37,2.57,-13.94,43.0,50.72,107
R-009375,B-001,2026-03-27 14:35:37,3.05,143.75,40.39,19.51,191
R-009376,B-005,2026-03-27 14:35:37,3.52,102.14,39.49,86.83,200
R-009377,B-022,2026-03-27 14:35:37,2.97,-16.45,30.57,14.06,130
R-009378,B-010,2026-03-27 14:35:37,2.7,-79.21,27.38,78.58,47
R-009379,B-016,2026-03-27 14:35:37,2.35,-26.5,34.11,13.91,169
R-009380,B-025,2026-03-27 14:35:37,2.49,84.97,28.07,30.17,124
R-009381,B-009,2026-03-27 14:35:37,3.7,-95.44,30.59,38.76,105
R-009382,B-017,2026-03-27 14:36:37,3.21,122.14,26.49,44.51,170
R-009383,B-018,2026-03-27 14:36:37,2.76,92.57,26.16,80.63,104
R-009384,B-001,2026-03-27 14:36:37,3.08,71.38,40.6,20.91,191
R-009385,B-009,2026-03-27 14:36:37,3.68,-71.35,41.27,38.45,105
R-009386,B-002,2026-03-27 14:36:37,4.15,72.21,38.56,94.13,54
R-009387,B-019,2026-03-27 14:36:37,4.08,-17.21,32.8,87.31,34
R-009388,B-021,2026-03-27 14:36:37,3.13,-26.75,42.26,32.31,26
R-009389,B-025,2026-03-27 14:37:37,2.48,123.21,39.61,30.94,124
R-009390,B-010,2026-03-27 14:37:37,2.69,-82.62,31.77,78.0,47
R-009391,B-005,2026-03-27 14:37:37,3.56,148.62,37.89,87.32,200
R-009392,B-023,2026-03-27 14:37:37,3.47,-13.47,42.31,12.44,137
R-009393,B-003,2026-03-27 14:37:37,3.05,-69.08,39.43,14.03,49
R-009394,B-016,2026-03-27 14:37:37,2.32,-81.8,41.33,13.62,169
R-009395,B-013,2026-03-27 14:37:37,3.31,142.2,36.24,60.19,192
R-009396,B-004,2026-03-27 14:37:37,2.62,-47.71,37.78,63.07,147
R-009397,B-014,2026-03-27 14:37:37,3.68,-98.76,27.89,34.94,153
R-009398,B-015,2026-03-27 14:37:37,2.56,-74.58,42.72,50.08,107
R-009399,B-017,2026-03-27 14:38:37,3.3,80.27,29.03,45.35,170
R-009400,B-002,2026-03-27 14:38:37,4.19,92.55,36.09,95.19,54
R-009401,B-010,2026-03-27 14:38:37,2.74,-52.58,37.09,77.42,47
R-009402,B-007,2026-03-27 14:38:37,3.55,116.83,25.64,26.29,38
R-009403,B-024,2026-03-27 14:38:37,2.62,67.15,39.69,59.07,60
R-009404,B-025,2026-03-27 14:38:37,2.41,71.81,33.33,31.22,124
R-009405,B-024,2026-03-27 14:39:37,2.58,129.02,25.37,60.2,60
R-009406,B-005,2026-03-27 14:39:37,3.61,135.84,27.2,88.2,200
R-009407,B-008,2026-03-27 14:39:37,3.4,122.5,40.6,8.57,30
R-009408,B-019,2026-03-27 14:39:37,4.13,-44.36,26.14,86.45,34
R-009409,B-022,2026-03-27 14:39:37,3.03,-86.64,36.49,13.3,130
R-009410,B-021,2026-03-27 14:39:37,3.17,-98.03,36.94,31.6,26
R-009411,B-004,2026-03-27 14:40:37,2.6,-23.88,28.49,62.09,147
R-009412,B-001,2026-03-27 14:40:37,3.06,143.15,41.84,21.75,191
R-009413,B-010,2026-03-27 14:40:37,2.67,-21.11,27.53,76.91,47
R-009414,B-013,2026-03-27 14:40:37,3.41,59.97,41.35,61.21,192
R-009415,B-003,2026-03-27 14:40:37,3.02,-22.44,35.01,13.64,49
R-009416,B-009,2026-03-27 14:40:37,3.7,-78.21,37.84,38.01,105
R-009417,B-021,2026-03-27 14:40:37,3.13,-69.52,25.26,31.17,26
R-009418,B-023,2026-03-27 14:40:37,3.44,-13.28,31.7,12.21,137
R-009419,B-007,2026-03-27 14:41:37,3.59,117.77,30.03,26.94,38
R-009420,B-022,2026-03-27 14:41:37,2.97,-40.79,35.2,12.95,130
R-009421,B-004,2026-03-27 14:41:37,2.62,-32.28,31.12,61.82,147
R-009422,B-018,2026-03-27 14:41:37,2.78,57.83,26.58,82.02,104
R-009423,B-008,2026-03-27 14:41:37,3.48,55.6,35.95,9.94,30
R-009424,B-015,2026-03-27 14:42:37,2.6,-31.45,29.71,49.54,107
R-009425,B-023,2026-03-27 14:42:37,3.47,-51.99,37.09,11.92,137
R-009426,B-014,2026-03-27 14:42:37,3.67,-12.67,43.67,34.02,153
R-009427,B-004,2026-03-27 14:42:37,2.6,-86.57,26.19,61.32,147
R-009428,B-013,2026-03-27 14:42:37,3.32,115.02,35.6,61.69,192
R-009429,B-002,2026-03-27 14:42:37,4.12,134.21,25.31,96.13,54
R-009430,B-016,2026-03-27 14:42:37,2.35,-88.46,27.21,13.39,169
R-009431,B-003,2026-03-27 14:42:37,2.97,-87.24,39.66,13.06,49
R-009432,B-017,2026-03-27 14:42:37,3.26,106.41,44.56,45.83,170
R-009433,B-003,2026-03-27 14:43:37,3.01,-68.67,38.58,12.73,49
R-009434,B-017,2026-03-27 14:43:37,3.27,58.55,44.03,46.6,170
R-009435,B-024,2026-03-27 14:43:37,2.59,75.55,42.49,60.66,60
R-009436,B-025,2026-03-27 14:43:37,2.47,50.14,30.84,32.66,124
R-009437,B-005,2026-03-27 14:44:37,3.54,82.32,30.18,88.59,200
R-009438,B-004,2026-03-27 14:44:37,2.62,-49.05,27.42,60.7,147
R-009439,B-010,2026-03-27 14:44:37,2.68,-66.32,36.46,76.29,47
R-009440,B-019,2026-03-27 14:44:37,4.03,-13.87,42.23,86.15,34
R-009441,B-015,2026-03-27 14:44:37,2.52,-29.49,40.7,48.79,107
R-009442,B-009,2026-03-27 14:45:37,3.66,-59.45,40.84,37.33,105
R-009443,B-001,2026-03-27 14:45:37,3.11,52.76,38.38,22.38,191
R-009444,B-024,2026-03-27 14:45:37,2.64,145.92,34.77,61.06,60
R-009445,B-008,2026-03-27 14:45:37,3.47,85.83,32.39,10.92,30
R-009446,B-021,2026-03-27 14:45:37,3.17,-41.64,37.85,30.34,26
R-009447,B-018,2026-03-27 14:45:37,2.76,85.64,31.22,83.15,104
R-009448,B-025,2026-03-27 14:45:37,2.5,62.18,41.7,33.12,124
R-009449,B-023,2026-03-27 14:46:37,3.48,-31.46,30.96,11.03,137
R-009450,B-013,2026-03-27 14:46:37,3.39,90.31,38.22,63.03,192
R-009451,B-014,2026-03-27 14:46:37,3.62,-37.76,28.2,33.91,153
R-009452,B-007,2026-03-27 14:46:37,3.61,81.83,26.48,28.19,38
R-009453,B-022,2026-03-27 14:46:37,3.03,-27.65,44.68,12.07,130
R-009454,B-009,2026-03-27 14:47:37,3.64,-20.9,39.51,36.51,105
R-009455,B-019,2026-03-27 14:47:37,4.03,-56.71,41.45,85.22,34
R-009456,B-016,2026-03-27 14:47:37,2.36,-45.44,30.42,12.99,169
R-009457,B-024,2026-03-27 14:47:37,2.59,80.35,41.47,62.44,60
R-009458,B-015,2026-03-27 14:47:37,2.51,-59.44,40.54,48.37,107
R-009459,B-005,2026-03-27 14:47:37,3.61,108.9,25.33,88.88,200
R-009460,B-007,2026-03-27 14:47:37,3.57,143.89,36.94,29.61,38
R-009461,B-002,2026-03-27 14:47:37,4.13,73.12,29.93,96.5,54
R-009462,B-001,2026-03-27 14:47:37,3.11,97.87,31.48,22.96,191
R-009463,B-003,2026-03-27 14:47:37,2.97,-74.08,38.88,12.61,49
R-009464,B-017,2026-03-27 14:48:37,3.26,94.87,39.56,47.47,170
R-009465,B-018,2026-03-27 14:48:37,2.74,96.02,31.4,84.51,104
R-009466,B-005,2026-03-27 14:48:37,3.55,119.64,28.56,89.02,200
R-009467,B-016,2026-03-27 14:48:37,2.32,-48.97,30.6,12.33,169
R-009468,B-004,2026-03-27 14:48:37,2.67,-21.8,34.58,60.32,147
R-009469,B-008,2026-03-27 14:49:37,3.49,78.26,36.23,12.17,30
R-009470,B-022,2026-03-27 14:49:37,2.97,-71.6,41.09,11.28,130
R-009471,B-010,2026-03-27 14:49:37,2.67,-17.27,43.94,75.94,47
R-009472,B-002,2026-03-27 14:49:37,4.12,71.87,35.8,96.75,54
R-009473,B-009,2026-03-27 14:49:37,3.67,-64.9,34.16,36.3,105
R-009474,B-007,2026-03-27 14:49:37,3.57,101.43,26.39,29.78,38
